,ambient_heat__to__ambient_heat_bus__flow,ambient_heat_bus__to__solar_collector__flow,biomass_bus__to__chp_2__flow,biomass_source__to__biomass_bus__flow,chp_1__to__electrical_bus__flow,chp_1__to__thermal_bus__flow,chp_2__to__electrical_bus__flow,chp_2__to__thermal_bus__flow,electrical_bus__to__excess_electricity__flow,electrical_bus__to__heat_pump__flow,electricity_grid__to__electrical_bus__flow,gas_boiler_1__to__thermal_bus__flow,gas_bus__to__chp_1__flow,gas_bus__to__gas_boiler_1__flow,heat_pump__to__thermal_bus__flow,natural_gas__to__gas_bus__flow,solar_collector__to__thermal_bus__flow,thermal_bus__to__thermal_demand__flow,thermal_shortage__to__thermal_bus__flow,waste_heat_source__to__waste_heat_bus__flow
2022-01-01 00:00:00,0.0,0.0,4.470181818181819,4.470181818181819,0.0,0.0,0.8046327272727275,2.4586000000000006,0.8046327272727275,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.458600000000001,0.0,0.0
2022-01-01 01:00:00,0.0,0.0,4.351563636363635,4.351563636363635,0.0,0.0,0.7832814545454543,2.3933599999999995,0.7832814545454543,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.3933599999999995,0.0,0.0
2022-01-01 02:00:00,0.0,0.0,4.283981818181817,4.283981818181817,0.0,0.0,0.7711167272727271,2.35619,0.7711167272727271,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.35619,0.0,0.0
2022-01-01 03:00:00,0.0,0.0,4.236036363636363,4.236036363636363,0.0,0.0,0.7624865454545453,2.32982,0.7624865454545453,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.32982,0.0,0.0
2022-01-01 04:00:00,0.0,0.0,4.422054545454545,4.422054545454545,0.0,0.0,0.795969818181818,2.43213,0.795969818181818,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.43213,0.0,0.0
2022-01-01 05:00:00,0.0,0.0,4.523490909090909,4.523490909090909,0.0,0.0,0.8142283636363636,2.48792,0.8142283636363636,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.48792,0.0,0.0
2022-01-01 06:00:00,0.0,0.0,4.897399999999998,4.897399999999998,0.0,0.0,0.8815319999999996,2.6935699999999994,0.8815319999999996,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.693569999999999,0.0,0.0
2022-01-01 07:00:00,0.0,0.0,4.94223636363636,4.94223636363636,0.0,0.0,0.8896025454545449,2.7182299999999984,0.8896025454545449,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.718229999999998,0.0,0.0
2022-01-01 08:00:00,0.0,0.0,4.992418181818182,4.992418181818182,0.0,0.0,0.8986352727272726,2.7458299999999998,0.8986352727272726,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.74583,0.0,0.0
2022-01-01 09:00:00,0.0,0.0,4.768945454545454,4.768945454545454,0.0,0.0,0.8584101818181817,2.6229199999999997,0.8584101818181817,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.62292,0.0,0.0
2022-01-01 10:00:00,0.0,0.0,5.638981818181817,5.638981818181817,0.0,0.0,1.015016727272727,3.1014399999999993,0.01501672727272707,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.0,6.101439999999999,0.0,0.0
2022-01-01 11:00:00,0.0,0.0,5.681654545454545,5.681654545454545,0.0,0.0,1.022697818181818,3.12491,0.02269781818181804,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.0,6.12491,0.0,0.0
2022-01-01 12:00:00,0.0,0.0,5.784090909090909,5.784090909090909,0.0,0.0,1.0411363636363635,3.1812500000000004,0.04113636363636353,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.0,6.18125,0.0,0.0
2022-01-01 13:00:00,0.0,0.0,5.197254545454545,5.197254545454545,0.0,0.0,0.935505818181818,2.8584899999999998,0.935505818181818,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.85849,0.0,0.0
2022-01-01 14:00:00,0.0,0.0,5.190872727272726,5.190872727272726,0.0,0.0,0.9343570909090907,2.8549799999999994,0.9343570909090907,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.854979999999999,0.0,0.0
2022-01-01 15:00:00,0.0,0.0,5.083290909090908,5.083290909090908,0.0,0.0,0.9149923636363635,2.7958099999999995,0.9149923636363635,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.7958099999999995,0.0,0.0
2022-01-01 16:00:00,0.0,0.0,5.031981818181818,5.031981818181818,0.0,0.0,0.9057567272727273,2.76759,0.9057567272727273,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.76759,0.0,0.0
2022-01-01 17:00:00,0.0,0.0,6.089054545454544,6.089054545454544,0.0,0.0,1.0960298181818178,3.348979999999999,0.09602981818181777,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.0,6.348979999999999,0.0,0.0
2022-01-01 18:00:00,0.0,0.0,6.325236363636364,6.325236363636364,0.0,0.0,1.1385425454545455,3.47888,0.13854254545454547,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.0,6.47888,0.0,0.0
2022-01-01 19:00:00,0.0,0.0,5.962254545454544,5.962254545454544,0.0,0.0,1.073205818181818,3.2792399999999997,0.07320581818181804,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.0,6.27924,0.0,0.0
2022-01-01 20:00:00,0.0,0.0,4.820309090909092,4.820309090909092,0.0,0.0,0.8676556363636365,2.6511700000000005,0.8676556363636365,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.6511700000000005,0.0,0.0
2022-01-01 21:00:00,0.0,0.0,4.649018181818182,4.649018181818182,0.0,0.0,0.8368232727272726,2.55696,0.8368232727272726,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.55696,0.0,0.0
2022-01-01 22:00:00,0.0,0.0,4.823436363636362,4.823436363636362,0.0,0.0,0.8682185454545451,2.6528899999999993,0.8682185454545451,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.0,5.652889999999999,0.0,0.0
